,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
326,300523,辰安科技,0.73,30.36,3.56,22.8,0.18,4409.93,31.91,,07-11
327,603655,朗博科技,0.57,,2.72,23.32,0.32,3577.71,,,07-01
328,300709,精研科技,,,6.83,6.03,1.02,548.65,,,07-01
329,603829,洛凯股份,0.36,,1.73,22.96,0.52,3623.91,,,07-01
330,603466,风语筑,,,,11.0,,2101.38,,,07-01
331,002908,德生科技,0.46,,2.58,45.51,0.5,4520.4,,,07-01
332,002912,中新赛克,1.34,,6.25,26.52,2.03,5725.54,,,07-01
333,300730,科创信息,0.17,,1.55,11.58,0.23,1207.56,,,07-01
334,300717,华信新材,0.65,,3.47,19.33,0.51,3127.14,,,06-24
335,603507,振江股份,,,,8.28,,892.92,,,06-24
336,300692,中环环保,,,2.03,27.51,1.09,2565.88,,,06-24
337,002899,英派斯,,,,40.39,,6087.6,,,06-24
338,300697,电工合金,,,1.56,32.32,-0.12,4334.24,,,06-24
339,002903,宇环数控,0.15,,2.77,5.39,0.19,1090.34,,,06-24
340,002921,联诚精密,,,,,0.22,3109.05,,,06-24
341,300720,海川智能,0.77,,2.9,30.48,0.77,4164.47,,,06-24
342,300696,爱乐达,0.4,,2.75,17.54,-0.0,1779.25,,,06-24
343,300713,英可瑞,0.22,,1.47,16.14,0.25,935.18,,,06-24
344,603103,横店影视,,,0.79,13.81,0.87,2047.51,,,06-24
345,002896,中大力德,,,39.45,19.7,5.07,3496.9,,,06-24
346,002919,名臣健康,,,2.59,15.14,1.14,2092.96,,,06-24
347,603917,合力科技,0.49,,2.59,20.43,0.43,4087.82,,,06-24
348,300521,爱司凯,0.7,12.9,2.49,32.86,0.23,4224.23,14.46,,06-22
349,002803,吉宏股份,0.42,0.0,,18.53,0.41,3633.21,2.71,,06-22
350,603069,海汽集团,0.25,0.0,,11.31,1.15,5852.92,-2.59,,06-21
351,300522,世名科技,0.79,29.51,3.21,27.65,0.4,3965.17,30.55,,06-21
352,600919,江苏银行,0.86,11.69,,21.69,5.03,818550.2,16.34,,06-20
353,300520,科大国创,0.62,3.33,2.86,23.5,0.55,4296.09,5.95,,06-20
354,002805,丰元股份,0.29,-50.85,,5.76,0.6,2113.11,-50.72,,06-20
355,002918,蒙娜丽莎,0.56,,,23.79,0.77,6392.76,,,06-17
356,002911,佛燃股份,0.54,,2.41,24.72,1.27,26836.52,,,06-17
357,603533,掌阅科技,0.17,,,,0.15,5221.93,,,06-17
358,603283,赛腾股份,0.21,,3.36,72.84,-0.95,2332.19,,,06-17
359,300689,澄天伟业,0.39,,3.3,12.46,0.74,1987.0,,,06-17
360,300689,澄天伟业,0.39,,3.3,12.46,0.74,1987.0,,,06-17
361,603659,璞泰来,,,,6.75,-0.14,597.64,,,06-17
362,601966,玲珑轮胎,0.98,71.93,3.85,28.89,0.85,98001.25,71.88,,06-13
363,603016,新宏泰,0.63,10.53,2.92,21.6,0.98,7017.94,10.07,,06-08
364,002802,洪汇新材,0.51,-30.14,,20.07,0.71,4145.88,-29.51,,06-07
365,603958,哈森股份,0.87,8.75,,33.43,0.72,14173.65,9.15,,06-07
366,002801,微光股份,1.39,13.93,,25.15,1.39,6139.32,14.29,,06-07
367,300518,盛讯达,1.09,,4.37,28.42,1.55,7605.49,,,06-06
368,300517,海波重科,0.47,9.3,3.11,15.85,-0.64,3582.18,7.85,,06-06
369,603909,合诚股份,0.63,10.58,2.74,25.83,0.22,4727.5,10.7,,06-06
370,300519,新光药业,1.21,27.37,3.37,42.93,0.96,7246.9,27.5,,06-06
371,603076,乐惠国际,0.95,,2.17,36.86,0.4,4752.59,,,06-03
372,603499,翔港科技,,,2.39,39.75,0.49,5943.49,,,06-03
373,300687,赛意信息,,,,36.99,,1792.08,,,06-03
374,002892,科力尔,0.56,,1.75,36.61,0.34,3668.42,,,06-03
375,300679,电连技术,1.88,,5.2,51.67,1.83,15478.77,,,06-03
376,002920,德赛西威,,,,20.48,,10071.85,,,06-03
377,603083,剑桥科技,0.05,,5.09,1.01,0.56,388.66,,,06-03
378,300683,海特生物,1.21,,3.94,36.24,1.19,7765.41,,,05-27
379,603386,广东骏亚,,,,26.95,,2338.4,,,05-27
380,603321,梅轮电梯,,,1.05,40.66,0.47,8110.34,,,05-27
381,603363,傲农生物,,,,31.35,0.46,2499.14,,,05-27
382,603605,珀莱雅,1.19,,,47.58,1.67,17820.09,,,05-27
383,603183,建研院,0.6,,22.51,25.04,3.44,3617.72,,,05-27
384,603557,起步股份,,,,18.79,,4616.32,,,05-27
385,603181,皇马科技,2.27,,3.41,20.99,0.61,9318.87,,,05-27
386,601127,小康股份,0.49,0.0,,20.64,0.14,36571.9,0.28,,05-23
387,002901,大博医疗,,,,56.63,,9681.2,,,05-20
388,002895,川恒股份,,,,115.27,,107627.93,,,05-20
389,300515,三德科技,0.62,22.28,2.17,29.58,0.7,4633.97,22.28,,05-20
390,002897,意华股份,0.91,,4.07,25.09,1.23,7257.32,,,05-20
391,603500,祥和实业,,,,23.29,,3634.3,,,05-20
392,603976,正川股份,0.68,,4.95,14.68,0.52,5473.89,,,05-20
393,002799,环球印务,0.48,-5.88,,15.94,0.73,3601.56,-5.24,,05-19
394,603131,上海沪工,0.67,17.54,3.57,20.82,0.84,5053.37,17.42,,05-18
395,002800,天顺股份,0.57,1.79,3.88,15.52,-0.58,3170.63,0.33,,05-17
396,300513,恒泰实达,0.76,9.96,4.09,20.55,-0.08,4349.68,14.84,,05-16
397,300516,久之洋,0.87,,2.41,44.28,0.4,7869.44,,,05-16
398,601611,中国核建,0.29,26.09,,18.97,-0.37,60033.7,26.14,,05-16
399,603737,三棵树,1.33,27.88,5.4,27.61,2.02,10003.54,28.69,,05-16
400,300669,沪宁股份,,,,37.51,,2436.36,,,05-06
401,300691,联合光电,,,,3.22,,307.41,,,05-06
402,300668,杰恩设计,,,,,,2843.6,,,05-06
403,300672,国科微,,,3.8,9.8,-0.65,974.32,,,05-06
404,603365,水星家纺,0.64,,,19.39,-0.3,9880.09,,,04-29
405,300512,中亚股份,0.86,17.81,3.38,29.34,1.52,8742.23,17.69,,04-29
406,603106,恒银金融,,,,26.67,,5840.17,,,04-29
407,002891,中宠股份,,,,7.92,0.2,1604.33,,,04-29
408,300712,永福股份,0.68,,1.91,26.16,0.88,6447.86,,,04-29
409,002798,帝王洁具,0.81,-3.57,,17.76,0.97,5216.25,-4.24,,04-28
410,603339,四方冷链,0.64,12.28,3.17,22.37,1.15,9965.35,15.29,,04-27
411,300725,药石科技,0.43,,1.65,26.01,0.43,1824.71,,,04-27
412,603959,百利科技,0.51,-13.56,,29.26,0.3,8577.01,-14.17,,04-26
413,603779,威龙股份,0.24,-57.89,3.02,8.14,0.86,3541.07,-58.33,,04-25
414,002797,第一创业,0.08,-27.27,,3.62,-0.99,16277.42,-22.5,,04-25
415,002796,世嘉科技,0.86,28.36,,27.84,1.04,5173.4,29.3,,04-25
416,300688,创业黑马,-0.03,,,-4.94,,-170.22,,,04-22
417,300677,英科医疗,,,2.51,5.71,1.28,1069.72,,,04-22
418,603129,春风动力,0.54,,-0.59,,1.34,4290.29,,,04-22
419,300510,金冠电气,0.66,4.76,3.47,21.66,0.72,4094.51,20.06,,04-18
420,603595,东尼电子,,,,44.77,,2162.2,,,04-15
421,603101,汇嘉时代,0.5,5.08,2.65,20.44,1.51,8967.77,5.09,,04-15
422,300511,雪榕生物,0.7,9.38,3.8,19.24,2.09,7866.21,8.75,,04-14
423,603822,嘉澳环保,0.58,-32.93,6.06,10.13,0.25,3214.31,-32.92,,04-14
424,603528,多伦科技,0.91,86.88,,54.41,1.47,14079.85,86.86,,04-13
425,300509,新美星,0.67,4.69,3.64,20.39,1.5,4040.46,13.01,,04-12
426,002795,永和智控,0.69,21.05,,30.58,0.79,5197.74,21.1,,04-12
427,300681,英搏尔,,,3.16,55.74,-0.08,344.21,,,04-08
428,603029,天鹅股份,0.7,1.45,,12.77,1.29,4903.79,1.87,,04-07
429,603380,易德龙,1.5,194.12,,47.02,2.96,3400.32,191.08,,04-01
430,603922,金鸿顺,1.33,44.57,5.28,26.43,1.6,13762.06,41.48,,04-01
431,603305,旭升股份,,,,16.56,,2301.65,,,04-01
432,002881,美格智能,0.43,,1.45,27.77,,1789.06,,,04-01
433,002898,赛隆药业,0.43,,1.05,47.53,,4587.71,,,04-01
434,603726,朗迪集团,0.77,32.76,,18.98,-0.08,5455.1,33.52,,03-31
435,300508,维宏股份,1.0,31.58,2.72,44.3,0.81,4518.76,32.32,,03-30
436,300507,苏奥传感,1.02,25.93,,29.06,0.8,5098.78,25.32,,03-29
437,002793,东音股份,0.61,-15.28,3.35,20.11,0.86,4596.41,-14.35,,03-28
438,603701,德宏股份,0.74,19.35,,20.68,0.9,4372.88,19.29,,03-28
439,603868,飞科电器,0.74,34.55,,53.99,0.46,29058.15,49.11,,03-28
440,002885,京泉华,0.13,,3.8,3.56,0.28,804.71,,,03-25
441,300706,阿石创,0.16,,2.15,12.41,-0.06,755.13,,,03-25
442,300693,盛弘股份,,,,42.68,,2202.49,51.83,,03-25
443,300640,德艺文创,0.33,,1.3,23.95,0.19,1978.18,,,03-25
444,603707,健友股份,0.2,,2.83,7.05,0.54,7031.62,,,03-25
445,002888,惠威科技,0.53,,2.28,25.29,0.47,3160.33,19.24,,03-18
446,603801,志邦股份,0.69,,,63.67,2.23,7402.29,,,03-18
447,603798,康普顿,0.79,17.91,,25.91,0.85,5952.04,17.57,,03-15
448,300474,景嘉微,0.64,6.67,2.23,33.6,0.46,6408.9,6.08,,03-14
449,300671,富满电子,0.35,,4.06,17.26,0.39,2524.79,,,03-11
450,603028,赛福天,0.27,-3.57,2.17,13.29,0.34,4475.04,-4.95,,03-11
451,002791,坚朗五金,1.35,23.85,,27.49,0.93,22895.75,23.14,,03-10
452,002792,通宇通讯,0.57,29.55,4.49,13.36,0.57,6816.28,28.31,,03-09
453,300484,蓝海华腾,1.52,49.02,3.73,50.41,0.81,5932.08,48.91,,03-09
454,300506,名家汇,,,1.97,29.79,-0.3,4599.75,8.37,,03-07
455,603861,白云电器,0.37,-3.64,2.12,12.5,0.35,13328.66,-3.64,,03-02
456,603136,天目湖,0.51,,3.87,13.84,2.32,3075.49,,,02-26
457,601020,华钰矿业,0.27,-83.73,,16.24,0.38,12622.15,-61.98,,02-25
458,300505,川金诺,0.83,10.67,4.25,21.25,0.95,5782.76,9.49,,02-25
459,002789,建艺集团,1.45,23.93,6.92,23.55,-2.8,8843.87,33.69,,02-23
460,603919,金徽酒,0.52,-10.34,,21.5,0.59,10844.73,1.88,,02-22
461,300503,昊志机电,1.01,-27.34,5.14,21.36,0.4,7603.34,-27.16,,02-19
462,603882,金域医学,,,,25.22,,5244.7,18.97,,02-19
463,300502,新易盛,1.36,20.35,5.82,26.53,0.46,7935.88,20.7,,02-19
464,300656,民德电子,0.53,,2.3,53.71,0.85,2159.93,,,02-19
465,603520,司太立,0.71,77.5,4.23,18.03,0.83,6365.77,77.89,,02-18
466,603027,千禾味业,0.59,13.84,3.01,21.42,0.75,7046.92,13.85,,02-17
467,002790,瑞尔特,1.12,38.27,3.07,38.82,1.05,13422.33,37.45,,02-17
468,603617,君禾股份,0.35,12.9,2.55,19.15,0.43,2475.79,5.37,,02-05
469,603608,天创时尚,0.5,-12.28,,16.27,0.52,10405.44,-13.12,,01-22
470,300501,海顺新材,1.11,30.59,4.86,25.47,0.71,4446.61,30.56,,01-22
471,002788,鹭燕医药,1.13,20.21,5.76,21.66,-0.8,10828.31,19.63,,01-21
472,300500,启迪设计,1.32,12.82,5.86,25.14,1.53,5947.55,13.14,,01-21
473,601900,南方传媒,0.4,2.56,,16.02,0.61,25720.53,0.22,,01-20
474,603377,东方时尚,0.72,38.46,,62.95,3.46,26635.48,39.13,,01-20
475,300499,高澜股份,0.84,,,20.5,0.6,4180.45,18.08,,01-20
476,603326,我乐家居,,,,46.08,,4020.9,69.42,,01-08
477,603458,勘设股份,1.72,437.5,5.01,41.58,1.84,16051.94,437.16,,01-08
478,300667,必创科技,0.57,23.91,2.45,26.53,-0.03,2013.43,24.2,,01-08
479,002890,弘宇股份,0.63,50.0,3.73,18.56,0.75,3171.07,51.45,,01-08
480,603260,合盛硅业,,,2.82,15.62,0.13,17372.09,564.84,,01-08
481,300666,江丰电子,,,1.17,12.67,0.15,1856.1,146.39,,01-08
482,601949,中国出版,0.52,147.62,1.96,30.98,0.49,67491.97,159.82,,01-08
483,300655,晶瑞股份,,,3.67,12.31,1.25,2273.73,70.33,,01-08
484,300660,江苏雷利,1.82,55.56,,33.42,1.3,13809.9,55.2,,01-08
485,603980,吉华集团,0.57,79.37,3.82,37.63,0.76,22592.84,79.53,,01-08
486,601619,嘉泽新能,0.03,230.93,,6.24,0.29,4296.24,263.01,,01-08
487,603813,原尚股份,0.43,38.71,2.66,17.65,0.5,2588.9,41.45,,01-08
488,603757,大元泵业,,,,26.18,1.36,4003.06,0.77,,01-08
489,300690,双一科技,0.63,75.0,3.74,19.3,0.61,3277.98,75.53,,12-25
490,300554,三超新材,,,,29.64,,2259.36,267.08,,12-25
491,603359,东珠景观,0.75,13.64,3.89,21.34,-1.45,11802.23,16.04,,12-25
492,002909,集泰股份,,,1.48,22.14,0.42,3608.56,8.67,,12-25
493,300651,金陵体育,0.45,28.57,2.97,14.69,0.09,2302.12,116.02,,12-25
494,603809,豪能股份,1.33,11.21,,23.92,1.31,10557.83,10.28,,12-25
495,300604,长川科技,,,,28.63,,992.31,109.22,,12-25
496,002889,东方嘉盛,0.8,15.94,,14.97,0.35,8021.13,17.02,,12-25
497,300642,透景生命,,,,26.96,,2257.65,65.78,,12-25
498,300649,杭州园林,0.69,16.95,3.09,24.76,0.8,3293.39,16.04,,12-25
499,603916,苏博特,2.32,28.89,,49.82,1.42,18555.56,72.15,,12-25
500,300641,正丹股份,0.09,28.57,1.34,6.82,0.22,1903.98,31.48,,12-25
501,603329,上海雅仕,,,,16.17,0.3,5675.73,64.3,,12-25
502,300703,创源文化,,,2.4,54.76,0.56,3292.73,40.91,,12-25
503,002887,绿茵生态,1.18,-26.71,5.03,26.52,-0.01,6283.63,-1.28,,12-25
504,300658,延江股份,,,1.65,25.0,0.22,2133.16,32.51,,12-25
505,300680,隆盛科技,0.42,-16.0,2.09,20.81,0.66,1880.96,-16.11,,12-25
506,603933,睿能科技,0.65,,2.62,25.78,0.61,4261.63,33.73,,12-25
507,603648,畅联股份,0.43,2.38,1.58,27.82,0.19,9336.05,20.17,,12-25
508,603683,晶华新材,0.69,3.67,,31.32,0.85,5321.61,44.24,,12-25
509,603286,日盈电子,0.67,21.82,2.87,29.26,0.39,3694.48,33.35,,12-25
510,603963,大理药业,1.84,-2.65,,35.74,2.13,9203.19,-2.71,,12-18
511,002883,中设股份,,,3.71,25.26,0.79,1456.25,-4.05,,12-18
512,603110,东方材料,0.61,41.86,,23.06,0.64,4709.94,43.2,,12-18
513,300676,华大基因,1.66,25.76,20.0,39.89,1.84,13588.09,66.25,,12-18
514,300653,正海生物,,,,,,1576.73,85.17,,12-18
515,603226,菲林格尔,0.4,60.0,,12.0,1.6,2590.34,61.8,,12-18
516,300514,友讯达,,,,29.34,,2796.89,3.29,,12-11
517,601019,山东出版,0.42,2.44,1.62,30.91,0.41,73387.49,45.85,,12-11
518,300643,万通智控,,,1.94,14.3,0.58,1299.31,56.11,,12-11
519,300650,太龙照明,0.66,20.0,2.21,35.17,0.33,2978.26,19.58,,12-11
520,603289,泰瑞机器,0.28,-3.45,1.95,14.81,0.01,4210.34,-4.68,,12-11
521,603233,大参林,0.73,,2.63,46.23,1.44,19738.22,32.31,,12-04
522,300648,星云股份,,,11.68,46.82,2.6,2123.54,17.48,,12-04
523,300698,万马科技,-0.05,,1.74,-2.61,-0.19,-230.14,,,12-04
524,603535,嘉诚国际,0.64,4.92,,16.57,0.63,7227.2,4.92,,12-04
525,603055,台华新材,0.24,-17.24,2.25,11.28,0.24,11554.69,-14.17,,12-04
526,300652,雷迪克,,,,26.99,,3376.02,125.54,,12-04
527,300685,艾德生物,,,,77.98,,2204.97,176.57,,12-04
528,300700,岱勒新材,,,3.74,31.97,0.23,2585.97,248.48,,11-20
529,300708,聚灿光电,0.07,,1.56,4.42,0.2,1154.17,2507.83,,11-13
530,603196,日播时尚,0.62,,2.03,34.98,0.51,11222.39,-10.97,,11-13
531,300662,科锐国际,,,,24.07,,2989.08,-4.12,,11-13
532,603063,禾望电气,,,48.76,26.52,1.75,12626.68,1.03,,11-13
533,002880,卫光生物,1.1,25.0,2.76,49.53,0.26,8888.06,24.4,,11-13
534,300701,森霸股份,0.48,17.07,1.71,31.51,0.47,2869.0,21.07,,11-13
535,300661,圣邦股份,1.07,2.32,3.72,29.93,1.38,4806.82,2.31,,11-13
536,002879,长缆科技,0.62,12.73,5.8,15.84,0.69,6261.08,22.78,,11-13
537,603767,中马传动,1.11,58.57,,20.92,1.89,12193.29,59.31,,11-13
538,603938,三孚股份,0.56,180.0,2.95,21.04,0.47,6290.35,172.8,,11-13
539,603985,恒润股份,0.24,-65.58,4.59,5.29,0.43,1417.1,-65.58,,11-13
540,603985,恒润股份,0.24,-65.58,4.59,5.29,0.43,1417.1,-65.58,,11-13
541,002884,凌霄泵业,1.65,11.49,7.86,22.59,1.18,7811.59,13.94,,11-13
542,603042,华脉科技,,,2.89,9.78,0.18,2662.54,-32.07,,11-13
543,603357,设计总院,,,1.66,36.77,0.46,24377.03,14.08,,11-13
544,603387,基蛋生物,,,3.23,101.91,2.3,6562.78,198.85,,11-13
545,300637,扬帆新材,0.21,-48.78,2.24,9.74,0.18,1899.96,-47.97,,11-13
546,603970,中农立华,0.79,14.38,2.3,28.15,-0.8,6872.35,23.91,,11-13
547,300699,光威复材,0.27,-10.0,,6.18,-0.4,7451.65,-10.67,,11-13
548,603711,香飘飘,0.51,,3.85,33.68,1.17,18415.89,8.21,,11-13
549,603880,南卫股份,0.64,33.33,2.25,33.04,0.27,4804.46,34.33,,11-13
550,002866,传艺科技,,,1.81,23.12,0.47,2813.77,60.54,,11-13
551,002900,哈三联,0.7,-91.19,2.43,27.97,1.11,10439.38,26.21,,11-13
552,300670,大烨智能,0.13,239.63,1.12,11.92,-0.07,750.09,1497.11,,11-13
553,603157,拉夏贝尔,1.14,52.0,,44.68,0.94,40729.8,56.71,,11-13
554,603619,中曼石油,0.14,,3.25,9.51,0.03,4891.01,-8.61,,11-13
555,002877,智能自控,0.69,60.47,2.28,34.79,-0.08,6291.56,70.69,,11-13
556,002893,华通热力,,,,33.1,,3673.2,53.53,,11-13
557,601326,秦港股份,0.41,28.13,,19.29,0.57,176436.18,27.42,,11-13
558,603079,圣达生物,0.97,,,25.81,1.75,5459.17,4.26,,11-13
559,300663,科蓝软件,0.39,,2.52,21.27,-0.41,3107.09,-1.29,,11-13
560,603978,深圳新星,1.4,19.66,6.3,25.0,0.97,8401.86,19.54,,11-13
561,600933,爱柯迪,0.92,,1.58,38.35,0.59,23212.32,,,11-12
562,601155,新城控股,,,,,,117432.86,21.38,,10-30
563,300710,万隆光电,0.38,,4.31,9.28,0.6,1859.98,,,10-27
564,300737,科顺股份,0.22,,0.97,32.1,-0.21,3953.26,,,09-29
565,300654,世纪天鸿,0.43,,2.3,18.23,0.33,3022.88,,,08-24
566,603277,银都股份,1.14,,2.75,46.36,1.38,8540.21,,,07-06
567,300645,正元智慧,0.63,53.66,3.5,20.11,0.2,2852.57,55.17,,07-03
568,603679,华体科技,0.54,25.69,2.6,28.23,0.28,4054.93,38.32,,07-03
569,300738,奥飞数据,-0.05,,0.82,-6.07,1.64,-5.17,,,07-03
570,300638,广和通,,,,19.64,,682.59,0.03,,07-03
571,603331,百达精工,0.4,53.85,2.6,16.58,0.66,3575.84,54.27,,07-03
572,603316,诚邦股份,0.31,34.78,1.93,17.38,0.06,4710.42,34.21,,07-03
573,603856,东宏股份,0.96,28.0,,29.11,0.06,13961.56,36.51,,07-03
574,603488,展鹏科技,0.56,12.0,1.67,38.19,0.4,8756.61,12.6,,07-03
575,300675,建科院,0.24,,2.1,11.89,0.19,2654.46,55.89,,07-03
576,603335,迪生力,0.14,-62.16,,8.44,0.14,2411.21,-50.62,,07-03
577,300497,富祥股份,0.83,6.41,4.25,21.76,1.06,4507.27,12.46,,07-02
578,603776,永安行,0.61,165.22,2.02,46.75,1.56,3643.47,161.1,,06-26
579,002869,金溢科技,,,2.23,29.22,0.93,4837.72,7.56,,06-26
580,002863,今飞凯达,0.37,12.12,2.41,16.61,0.65,6125.43,12.9,,06-26
581,603717,天域生态,0.53,-70.96,,31.11,0.14,6394.73,52.04,,06-26
582,002787,华源控股,0.66,20.0,3.8,18.94,0.03,6933.44,20.06,,06-26
583,603299,井神股份,0.29,-14.71,,8.83,1.05,13473.43,-15.0,,06-26
584,300491,通合科技,0.61,7.02,,27.38,0.44,3636.24,6.54,,06-26
585,603081,大丰实业,0.36,,,27.16,0.41,12675.02,16.11,,06-26
586,002786,银宝山新,0.94,49.21,5.66,17.71,1.16,8955.38,48.23,,06-26
587,002872,天圣制药,0.89,8.54,7.4,12.83,0.4,12594.81,14.51,,06-26
588,603508,思维列控,1.27,15.45,4.42,33.65,0.41,15291.39,15.88,,06-26
589,002871,伟隆股份,0.74,4.23,4.39,19.17,0.98,3773.99,3.89,,06-26
590,603496,恒为科技,2.6,-37.88,,20.1,5.6,2600.84,-28.32,,06-26
591,603879,永悦科技,0.39,95.0,1.62,27.76,0.22,3914.66,94.33,,06-26
592,300494,盛天网络,1.41,38.24,2.44,68.06,1.3,12671.91,38.72,,06-26
593,603721,中广天择,0.3,,3.12,10.11,0.94,2249.73,412.67,,06-26
594,603728,鸣志电器,0.31,27.22,,16.67,0.69,7392.56,27.24,,06-26
595,002876,三利谱,0.68,126.67,3.89,19.08,0.57,4063.45,127.06,,06-26
596,002782,可立克,0.42,-21.31,3.08,14.23,0.24,5307.27,-21.32,,06-25
597,603800,道森股份,0.39,-18.18,2.57,16.15,0.45,6088.69,-18.17,,06-25
598,300492,山鼎设计,0.68,19.3,2.33,31.21,0.87,4230.81,19.61,,06-25
599,002781,奇信股份,0.7,4.48,3.98,19.42,0.04,12674.92,4.87,,06-25
600,300496,中科创达,1.29,79.82,3.39,45.8,1.62,9668.09,79.8,,06-25
601,002780,三夫户外,0.65,16.07,,19.61,0.07,3258.55,17.28,,06-25
602,603398,邦宝益智,0.75,10.29,,32.29,0.9,5372.9,10.76,,06-25
603,300490,华自科技,0.55,0.0,3.75,15.86,0.59,4153.82,1.17,,06-25
604,300495,美尚生态,2.03,43.38,6.23,38.72,0.57,10127.04,43.38,,06-25
605,002779,中坚科技,0.7,-2.78,,18.93,0.74,4595.58,-3.71,,06-25
606,603778,乾景园林,1.26,21.15,6.06,23.22,2.33,7559.13,21.68,,06-25
607,002785,万里石,0.25,8.7,,7.9,0.25,3776.46,11.89,,06-25
608,603866,桃李面包,0.63,18.87,,31.96,2.12,25460.43,18.33,,06-25
609,601212,白银有色,0.05,-42.22,1.9,2.68,0.56,32350.08,-40.14,,06-25
610,603936,博敏电子,0.58,0.0,3.65,16.81,0.8,7112.51,-2.82,,06-25
611,002778,高科石化,0.47,-30.88,4.97,9.85,0.17,3114.89,-31.81,,06-25
612,002783,凯龙股份,1.94,15.48,,21.07,2.63,12161.22,15.44,,06-25
613,603696,安记食品,0.59,-15.71,3.27,19.63,0.55,5269.19,-16.22,,06-25
614,603996,中新科技,0.74,-31.48,,18.33,1.56,11119.4,-31.19,,06-25
615,300493,润欣科技,0.44,-8.33,2.63,17.82,0.86,3987.57,-8.57,,06-25
616,002777,久远银海,0.9,20.0,3.63,25.65,1.21,5409.58,20.22,,06-25
617,002782,可立克,0.42,-21.31,3.08,14.23,0.24,5307.27,-21.32,,06-25
618,603501,韦尔股份,1.9,-3.06,,46.27,0.5,12732.11,47.53,,06-19
619,002902,铭普光磁,0.49,-15.52,3.06,17.36,0.24,5124.83,-15.21,,06-19
620,603200,上海洗霸,0.67,9.39,4.03,17.72,0.47,3685.74,11.55,,06-19
621,603926,铁流股份,1.3,49.43,3.66,38.04,1.84,11716.07,49.81,,06-19
622,603586,金麒麟,0.92,24.32,3.85,28.85,1.46,13583.98,27.09,,06-19
623,603320,迪贝电气,0.54,12.5,2.98,20.12,0.92,4081.51,13.64,,06-19
624,603127,昭衍新药,0.36,125.0,1.98,20.19,0.99,2228.83,131.55,,06-12
625,002870,香山股份,0.87,2.35,2.56,34.6,1.02,7193.48,1.43,,06-12
626,603855,华荣股份,0.58,-21.62,2.41,23.03,1.04,14189.07,-17.27,,06-12
627,002859,洁美科技,0.56,,,25.86,0.69,4182.05,33.74,,06-12
628,603085,天成自控,0.32,-15.79,2.49,13.8,0.35,2410.83,-14.53,,06-10
629,300487,蓝晓科技,1.03,11.96,5.6,20.07,1.21,6203.21,11.81,,06-10
630,002771,真视通,0.99,1.02,3.92,27.85,0.55,5938.89,0.8,,06-10
631,603116,红蜻蜓,0.74,-12.94,,20.05,1.11,25758.79,-13.1,,06-10
632,002776,柏堡龙,1.3,13.04,3.78,29.41,1.4,10188.75,12.79,,06-10
633,300481,濮阳惠成,0.79,2.6,3.37,26.63,0.64,4764.92,3.61,,06-10
634,603589,口子窖,0.74,-11.9,,22.21,0.51,39816.7,-12.68,,06-10
635,300486,东杰智能,0.51,6.25,3.21,17.29,0.13,5316.15,6.51,,06-10
636,002770,科迪乳业,0.38,-7.32,,15.74,0.45,7691.61,-8.44,,06-10
637,002775,文科园林,1.08,11.34,5.1,23.69,-0.6,9763.34,11.97,,06-10
638,300480,光力科技,0.79,23.44,3.83,23.06,0.61,5458.53,22.82,,06-10
639,603223,恒通股份,0.6,-1.64,,19.49,0.86,5417.86,-2.02,,06-10
640,300485,赛升药业,1.79,21.77,5.49,38.02,2.19,16078.89,21.29,,06-10
641,002769,普路通,0.92,9.52,,16.82,0.9,5097.29,9.37,,06-10
642,603838,四通股份,0.48,9.09,3.27,15.73,0.57,4764.01,7.46,,06-10
643,002768,国恩股份,0.86,13.16,,22.33,0.23,5188.61,14.05,,06-10
644,300489,中飞股份,0.99,5.63,6.0,18.05,1.54,3382.35,5.63,,06-10
645,002773,康弘药业,0.79,55.71,3.81,25.74,0.93,31571.29,55.72,,06-10
646,603979,金诚信,1.38,21.05,,28.33,0.41,38548.26,20.37,,06-10
647,300483,沃施股份,0.78,4.0,4.62,17.19,0.08,3583.59,8.97,,06-10
648,300488,恒锋工具,1.18,-12.59,5.67,23.31,1.16,5920.18,-12.41,,06-10
649,002772,众兴菌业,0.49,-16.95,3.62,14.51,0.83,5475.04,-14.44,,06-10
650,603117,万林股份,0.34,17.24,2.47,14.9,0.83,11996.35,18.33,,06-10
651,601211,国泰君安,0.47,9.3,5.58,8.69,-2.0,287896.93,15.62,,06-10
652,300482,万孚生物,0.89,56.14,3.66,27.83,1.53,5900.35,55.65,,06-10
653,300665,飞鹿股份,0.58,3.57,2.73,21.88,0.68,2971.51,4.76,,06-08
654,002868,绿康生化,0.37,-22.92,1.88,19.83,0.86,3297.02,-23.75,,06-05
655,603232,格尔软件,0.9,30.43,3.59,27.66,0.76,4034.85,50.38,,06-05
656,603826,坤彩科技,0.27,107.69,0.87,37.23,,7343.61,107.66,,06-05
657,603229,奥翔药业,0.35,288.89,,63.35,1.05,1555.27,578.01,,06-05
658,603269,海鸥股份,0.57,-10.94,5.03,12.15,0.27,3781.78,-0.47,,06-05
659,603197,保隆科技,0.36,-41.95,4.52,8.12,0.41,3127.45,-40.01,,06-05
660,603113,金能科技,0.19,26.67,2.82,6.95,0.66,11323.87,25.58,,05-29
661,603527,众源新材,0.2,,2.89,7.8,-0.45,1809.73,,,05-29
